book_name,book_reviewer_name,book_reviewer_rating,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText
"Modern C++ Programming Cookbook: Master C++ core language and standard library features, with over 100 recipes, updated to C++20, 2nd Edition",The Dude,3.0 out of 5 stars,"Not a C++ reference book, and what's with the thick paper and big fonts to make it so thick?",Reviewed in the United States on 8 March 2022,"I needed a book to bring me up-to-date with C++ and a reference book for all the features (and especially syntax) in C++ and this is not that book. I found that ""Professional C++"" by Marc Gregoire, was exactly what I was looking for.
I now recognize that with ""Cookbook"" in its title, that my expecting it to also cover everything in C++ was expecting too much. I was also put off by the ""feel"" of this $50 book- the paper is thick and rough and fluffs this ~800 page book out so that it's thicker than Pro C++'s ~1,300 pages! And the content on each page uses large fonts and line spacing so that Pro C++ probably gets 50% more info on each page. I really don't like seeing this kind of thing being done to try to convince me that this is a really worth $50. It makes me also wonder about the content, but it sounds from other reviews that it is actually a good ""cookbook"".
I was"
"Modern C++ Programming Cookbook: Master C++ core language and standard library features, with over 100 recipes, updated to C++20, 2nd Edition",Luis C. Mesquita,5.0 out of 5 stars,Excellent Modern C++ Book,Reviewed in the United States on 4 February 2021,"I have been using C++ for over 3 decades and feel that keeping up with the constantly evolving language is challenging. The author Marius Bancila has done a thorough job of using a Cookbook approach to illustrate the various new capabilities of C++11, C++14, C++17 , C++20 and where these are useful in writing day today C++ code. The book is a great must have desk reference for C++ programmers"
Mobile Forensics Cookbook,Natasha,5.0 out of 5 stars,Very pleased.,Reviewed in the United States on 19 June 2018,"A true step-by-step, thorough ""how-to"" guide. Very pleased."
"Learning RSLogix 5000 Programming: Build robust PLC solutions with ControlLogix, CompactLogix, and Studio 5000/RSLogix 5000, 2nd Edition",EFREN PECH,4.0 out of 5 stars,Ideal para empezar de cero,Reviewed in Mexico on 21 April 2021,"Libro muy básico, lo recomiendo para las personal de nivel 0"
"Learning RSLogix 5000 Programming: Build robust PLC solutions with ControlLogix, CompactLogix, and Studio 5000/RSLogix 5000, 2nd Edition",Sebastian Patten,5.0 out of 5 stars,Great book,Reviewed in the United States on 2 October 2020,"The book has a great, logical progression going from the early history of automation right through to modern day cyber security concerns, with concrete examples all the way through. The book complements and builds upon Rockwell's own literature, transitioning and guiding you from high level concepts down to the low level detail.
I really appreciate the writing style - its logical and clear. It is also highly illustrated which helps with absorbing information quickly. There were quite a few best practices that the author called out that I wasn't aware of! I found it really helpful as a reference."
"Learning RSLogix 5000 Programming: Build robust PLC solutions with ControlLogix, CompactLogix, and Studio 5000/RSLogix 5000, 2nd Edition",owantse white,1.0 out of 5 stars,Disappointed,Reviewed in the United States on 21 August 2021,The book is little more than a brochure of Allen-Bradley’s previous components and their cross compatibility. Doesn’t even scratch the surface for those who are serious about learning.
Artificial Intelligence with Power BI: Take your data analytics skills to the next level by leveraging the AI capabilities in Power BI,,,,,
Designing Hexagonal Architecture with Java: An architect's guide to building maintainable and change-tolerant applications with Java and Quarkus,todos,5.0 out of 5 stars,Livro sem igual,Reviewed in Brazil on 14 April 2022,Livro para alcançar um nível de arquiteto de software Java
Microsoft Azure IaaS Essentials,GINES PELEGRIN VERA,5.0 out of 5 stars,Completo y conciso,Reviewed in Spain on 6 May 2022,Muy didáctico y claro.
OpenStack Essentials -,Amazon Kunde,2.0 out of 5 stars,"Leider sehr oberflächlich, selbst für Grundlagen",Reviewed in Germany on 20 December 2016,"Wer sich wirklich mit OpenStack beschäftigen will, ist gut beraten sich die offizielle Dokumentation durchzulesen. Die Inhalte im Buch werfen mehr Fragen auf als das sie sie beantworten"
OpenStack Essentials -,Gjorgi Var,5.0 out of 5 stars,Very solid intro,Reviewed in the United States on 2 November 2016,"I was looking for a condensed intro into OpenStack without having to scour the web for relevant information.
With the help of this book I built a solid understanding of all the components that go into OpenStack technology and would recommend it to anyone needing to start out with OpenStack."
OpenStack Essentials -,Bill Stone,1.0 out of 5 stars,low effort publishing,Reviewed in the United States on 27 January 2017,Poorly written. Clearly rushed into print with no editorial review. Sentences just stop mid sentence with no punctuation. Pretty verbose on some basics that anyone reading this should know. Seems like someone's publishing homework rough draft.
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Aman,5.0 out of 5 stars,Best book to learn Data Structures and Algorithms,Reviewed in India on 29 September 2022,I would suggest you to read this book once . It helps you to increase your knowledge and skill in data structure and algorithms
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Ravi Ranjan Yadav,4.0 out of 5 stars,good,Reviewed in India on 2 July 2022,great but explained in pure C not in cpp
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,RAJENDER SINGH,5.0 out of 5 stars,DSA,Reviewed in India on 13 August 2022,No need to explain this book
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Biswajit,5.0 out of 5 stars,Must for DSA learners.,Reviewed in India on 30 July 2022,I have tried 3 or 4 books before this book and it's the best of those.
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Sanket Mathur,4.0 out of 5 stars,Beginner friendly,Reviewed in India on 24 September 2021,"The book is quite good for understanding the topics and understanding how to solve the problems with the exercises.
As argued by several other reviews, you can find all the content online and even in more depth but that is true for literally anything now a day. It gives a thorough introduction in itself, and the language used is quite easy.
About the test written too small, that is indeed true but should be a problem. I used quite a small font on my computer, so I don't even notice the difference. People who do not use computers as much may feel it is too small.
There are indeed quite an amount of error and typing mistakes in the book but I have never felt too hindered by that since it takes about 2 minutes to confirm something online and it usually be clear that something must be an error.
I've given it a 4 star rating just because of the typing errors but a good book overall."
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Raj Shekhar Sahu,4.0 out of 5 stars,Good quality,Reviewed in India on 7 May 2022,Good
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Amazon Customer,1.0 out of 5 stars,Incredibly erroneous,Reviewed in India on 11 June 2019,"For a best selling book, one that seems to have accumulated a whole bunch of good reviews, the amount of mistakes and errors in this book is mind boggling. I will not even get started on the sheer volume of spelling/grammar/language mistakes throughout the book - what is beyond belief is the extent of programming mistakes in just about every alternate page. Many of the code will not even compile due to syntax errors of all kinds. There are logical errors in a good percentage of the code samples given for various algorithms. I find it hard to believe that someone can read this book thoroughly and yet be in a frame of mind to award a positive review. This review might sound harsh at first blush; if in doubt, just look at the back cover and read the book description where you can spot errors (eg: taiwan and korea are not languages; taiwanese and korean are). If the back cover is not spared, what can you expect from the content inside? This need not necessarily be a reflection on the author's skill or competency as far as computer science is concerned, but it most assuredly is a firm pointer that nobody associated with the author, or the author himself, has put in even a second of effort to proof-read the book. Highly unprofessional, to say the least."
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Himanshu joshi,4.0 out of 5 stars,Best book for DSA...,Reviewed in India on 12 February 2022,
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,SlowPoke,1.0 out of 5 stars,Print is too small,Reviewed in Canada on 23 April 2021,"I immediately returned this book. It is unreadable, just compare the print to another book at the same time.
Maybe the kindle version has adjustable font size but don't buy the printed version."
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Fabio Vinotti,2.0 out of 5 stars,Pieno di errori,Reviewed in Italy on 13 October 2021,"Il libro é pieno di errori, sia grammaticali che logici. Alcuni esempi non si compilano nemmeno. Possibile che prima della pubblicazione l'autore non abbia verificato che il suo codice funzionasse?"
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Adel,3.0 out of 5 stars,défaut de conception,Reviewed in France on 19 August 2020,Des pages qui ne sont pas agrafés à l'armature. Dommage.
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Z,4.0 out of 5 stars,A broad but shallow survey of algorithms,Reviewed in the United States on 21 March 2018,"If you're a computer science student at the undergrad or graduate level, or you work with computer algorithms in work (or *want* to do such work), this book might be useful to have on your shelf. I would not use this book to learn the basics of algorithms in the first place, but more as a companion book to a more traditional textbook, to get a summary of facts and a good overview of a wide range of algorithms. Comparing it to other algorithm and data structure textbooks, the material in this book is wide but shallow. There are many different algorithms and data structures examined--easily more than any other algorithm book I've come across--but you get almost a ""Cliff's Notes"" summary of the algorithm a lot of times. For example, in O'Reilly's ""Algorithms in a Nutshell"" and Sedgewick's ""Algorithms"", merge sort gets a deep treatment with several implementations shown in each book and a lot of words of analysis. However, in Mr. Karumanchi's book, it gets a single page with one implementation, a handful of bullet points, and a few sentences of analysis. Don't expect much in the way of mathematical proofs or theory here, but rather a straight to the point mindset. Which, if you've already studied merge sort before, and just want some basic questions answered (What is the recurrence relation? What is the space/time complexity? Why would I use this over another sorting algorithm?) could well be exactly what you need."
Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,KCMO,3.0 out of 5 stars,Good visuals but code is spotty,Reviewed in the United States on 17 March 2020,"Some subjects should probably be revised, but visuals and subjects are good.
However, code should be revised for sorting methods in my opinion."
"The The Supervised Learning Workshop: A New, Interactive Approach to Understanding Supervised Learning Algorithms, 2nd Edition",kamakshi bansal,5.0 out of 5 stars,Highly recommended.,Reviewed in India on 10 March 2020,"This book gives a good intro to Supervised Learning concepts but more importantly, the exercises and activities helps you to actually grasp the knowledge and become skilled at doing ML work in real life.."
"The The Supervised Learning Workshop: A New, Interactive Approach to Understanding Supervised Learning Algorithms, 2nd Edition",Pushpender Tomer,5.0 out of 5 stars,A must for ML aspirants,Reviewed in India on 10 March 2020,this book is a good balance between the basic theory behind ML concepts and plenty of integrated hands on exercises to assimilate what has been learnt across different chapters.
"The The Supervised Learning Workshop: A New, Interactive Approach to Understanding Supervised Learning Algorithms, 2nd Edition",Neeraj,5.0 out of 5 stars,Makes understanding things easier,Reviewed in India on 10 March 2020,I like the clarity of explaining the concepts. I believe this book will be very popular soon.
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam,Amit Parulekar,5.0 out of 5 stars,Content outline,Reviewed in the United States on 20 February 2022,Relevant and well organized content for the DP-100
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,GOLAK M,5.0 out of 5 stars,Awsome,Reviewed in India on 29 January 2022,Well written book to work with robotics as the authors provided various practical examples starting from scratch
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,Karl Mueller,5.0 out of 5 stars,Covers all the things the wiki doesn't,Reviewed in Australia on 25 July 2022,"I am very impressed with this book. I initially learned ROS through Google and the wiki. My knowledge has come a long way from just using that, and I was able to physically create, and import the model of, a robotic arm and control it to some degree, but some of the gaps in my understanding were large and I found myself stuck and looking at some quite convoluted solutions to rather simple problems that should have been able to be solved ""out of the ROS box"" had i known how all the pieces fit together.
This book fills in all those gaps. Right from the start it covers the basics and includes well-explained code examples. Certainly not for an absolute beginner, but perfect for me.
It then goes on to modelling and controlling robot arms and mobile robots. Robot arm information is difficult to find in the wiki. I prefer to use Solidworks for my modelling but the book includes enough information on importing meshes so that's not an issue.
The book also includes interfacing to remote systems, something that is incredibly useful for RPi and Arduino robots.
I recommend this book to anyone who has attempted, and even partially succeeded at, learning ROS from Google and the wiki but a thorough understanding of the system is still not quite achieved."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,Amazon Customer,5.0 out of 5 stars,document tras technique et récent (2022) sur ROS,Reviewed in France on 5 November 2021,"Document très technique, nécessitant une bonne connaissance de linux, de python et ce C++.
Débutants, voir d'autres ouvrages plus simples. Par contre tés récent et donc utilisable avec les outils actuels."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,Alex Escuredo Chimeno,5.0 out of 5 stars,Easy to follow and with examples,Reviewed in Spain on 9 November 2021,"It explains from basics of ROS to complex ones, such as navigation. Providing examples. A good guide to follow."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,安相訓,1.0 out of 5 stars,Miserable book,Reviewed in Japan on 24 April 2022,"Fundamentals described poorly and and explanations on sample code are not enough and requests copy codes from github repo.
Unfornately, codes on github aren't executed clearly but make error and warning messages.
So, if you try to learn ROS with this material, you may waste much time to debug it with external references such as ROS wiki or youtube."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,James C.,5.0 out of 5 stars,Great book,Reviewed in the United States on 30 May 2022,"The book goes over concepts well. I haven't had a lot of time to go over it in depth, but from what I have read I can recommend it."
Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional,Anne,5.0 out of 5 stars,Helps quickly understand key concepts,Reviewed in the United States on 28 June 2022,This is a well written book with insightful diagrams. I am using it to prepare for certification but it is also useful for people who need to learn PowerBI quickly.
